CaseId,Gross Sales,Net Sales,Rejected,Receivable,Overdue receivable,Credit Score,Risk Class,Invoice Due Date,Dispute Case,Days Sales Outstanding,Collection Effectiveness Index,Accounts Receivable Turnover Rate,Average Days Delinquent,Delivered on Time,Automation Rate,Cost per 1k Revenue,FTEs per 1Bil Revenue,Credit Reviews per Credit FTE,Data Set
1846,95652,95652,0,95652,0,100,Low,2019-07-08T03:39:14,No,56,75,0.5672,18,Yes,22,2.61,36.00,56.72,Current State
1847,102912,102912,0,102912,0,86,Low,2019-07-03T12:48:12,No,56,74,0.7175,18,No,22,2.16,37.98,71.75,Current State
1848,119818,119818,0,119818,119818,11,High,2019-07-06T06:36:42,No,56,66,0.6224000000000001,18,Yes,22,2.66,37.28,62.24,Current State
1849,114107,114107,0,114107,0,98,Low,2019-07-08T23:09:25,No,56,63.01,0.6301,18,Yes,22,2.36,38.05,63.01,Current State
1850,105156,0,105156,0,0,0,Not evaluated,,No,56,73,0.6381,18,No,22,2.36,37.11,63.81,Current State
1851,22515,0,22515,0,0,0,Not evaluated,,No,56,56.62,1.17,18,No,22,2.42,37.31,56.62,Current State
1852,50123,50123,0,50123,50123,0,Not evaluated,2019-07-07T23:59:46,No,56,70,1.11,18,Yes,22,2.29,37.01,76.98,Current State
1853,29955,0,29955,0,0,0,Not evaluated,,No,56,68,0.638,18,Yes,22,2.26,35.55,63.80,Current State
1854,11935,11935,0,11935,11935,78,Low,2019-07-04T16:27:59,No,56,59.39,0.5939,18,Yes,22,2.36,37.39,59.39,Current State
1855,66189,66189,0,66189,66189,80,Low,2019-07-04T15:48:28,No,56,73,1.38,18,No,22,2.71,37.93,60.92,Current State
1856,39781,39781,0,39781,0,76,Low,2019-07-19T03:34:51,No,56,57.71,1.34,18,No,22,2.31,36.92,57.71,Current State
1857,96342,96342,0,96342,0,47,Medium,2019-07-05T17:11:44,No,56,70,1.05,18,Yes,22,2.41,36.49,70.37,Current State
1858,63717,63717,0,63717,63717,28,High,2019-07-05T20:55:49,No,56,63.44,0.86,18,No,22,2.31,36.18,63.44,Current State
1859,104493,104493,0,104493,104493,88,Low,2019-07-05T21:17:36,No,56,72.32,0.7232,18,Yes,22,2.63,36.09,72.32,Current State
1860,88012,88012,0,88012,0,90,Low,2019-07-11T04:38:26,No,56,58.19,0.5819,18,No,22,2.54,36.21,58.19,Current State
1861,11256,11256,0,11256,0,18,High,2019-07-06T09:28:31,No,56,67,0.76,18,Yes,22,2.67,36.65,63.07,Current State
1862,41380,41380,0,41380,0,98,Low,2019-07-06T05:11:45,No,56,78.39,1.56,18,Yes,22,2.46,37.65,78.39,Current State
1863,46667,46667,0,46667,46667,0,Not evaluated,2019-07-28T23:27:23,No,56,70.37,0.7037,18,Yes,22,2.25,36.71,70.37,Current State
1864,16370,0,0,0,0,0,Not evaluated,2019-07-19T01:32:49,No,56,59.87,0.5987,18,No,22,2.10,36.90,59.87,Current State
1865,30868,30868,0,30868,30868,84,Low,2019-07-06T19:32:00,No,56,68.01,0.6801,18,No,22,2.58,36.27,68.01,Current State
1866,67558,67558,0,67558,67558,37,Medium,2019-07-07T10:06:57,No,56,57.50,0.575,18,No,22,2.61,36.42,57.50,Current State
1867,90728,90728,0,90728,0,91,Low,2019-07-12T11:16:14,No,56,74,1.49,18,Yes,22,2.34,38.06,71.42,Current State
1868,114135,0,0,0,0,0,Not evaluated,2019-07-13T10:47:49,No,56,56.67,1.44,18,Yes,22,2.78,37.16,56.67,Current State
1869,14101,14101,0,14101,0,82,Low,2019-07-07T12:09:18,No,56,73,0.6912999999999999,18,No,22,2.68,36.51,69.13,Current State
1870,94456,94456,0,94456,0,16,High,2019-07-10T04:07:14,No,56,67,0.74,18,Yes,22,2.37,37.61,57.82,Current State
1871,14182,14182,0,14182,0,85,Low,2019-07-07T06:53:21,No,56,54.35,1.43,18,No,22,2.93,38.37,54.35,Current State
1872,17512,17512,0,17512,0,84,Low,2019-07-07T20:00:08,No,56,73,1.42,18,Yes,22,2.50,36.75,58.43,Current State
1873,25003,25003,0,25003,25003,0,Not evaluated,2019-07-06T18:33:10,No,56,75,0.5979,18,Yes,22,2.58,36.91,59.79,Current State
1874,57870,0,0,0,0,0,Not evaluated,2019-07-07T11:58:36,No,56,66.35,0.6635,18,Yes,22,2.02,37.14,66.35,Current State
1875,89714,89714,0,89714,0,85,Low,2019-07-08T16:43:54,No,56,53.98,0.5398,18,Yes,22,2.45,37.66,53.98,Current State
1876,49492,49492,0,49492,0,66,Medium,2019-07-11T08:52:44,No,56,72,0.5986,18,No,22,2.74,36.71,59.86,Current State
1877,41709,41709,0,41709,0,84,Low,2019-07-08T14:45:14,No,56,61.44,0.6144,18,Yes,22,2.58,36.47,61.44,Current State
1878,46040,46040,0,46040,0,0,Not evaluated,2019-07-08T05:52:43,No,56,75,1.53,18,Yes,22,2.37,35.97,79.78,Current State
1879,79430,0,79430,0,0,0,Not evaluated,,No,56,66,0.5756,18,Yes,22,2.44,35.20,57.56,Current State
1880,52358,52358,0,52358,0,93,Low,2019-07-16T19:55:42,No,56,80.09,1.51,18,Yes,22,2.49,36.13,80.09,Current State
1881,98064,98064,0,98064,0,80,Low,2019-07-09T09:07:35,No,56,73,0.7322,18,Yes,22,2.37,34.51,73.22,Current State
1882,111219,0,111219,0,0,58,Medium,,No,56,81.21,1.16,18,Yes,22,2.61,36.96,81.21,Current State
1883,61976,0,61976,0,0,0,Not evaluated,,No,56,59.02,1.15,18,No,22,2.47,38.35,59.02,Current State
1884,65640,65640,0,65640,65640,14,High,2019-07-10T13:35:23,No,56,77.60,0.72,18,No,22,2.41,36.40,77.60,Current State
1885,57440,57440,0,57440,57440,93,Low,2019-07-12T16:32:42,No,56,74,1.51,18,Yes,22,2.50,36.81,59.84,Current State
1886,96719,0,0,0,0,11,High,2019-07-10T20:26:15,No,56,67.07,0.69,18,Yes,22,2.49,35.62,67.07,Current State
1887,18589,18589,0,18589,0,82,Low,2019-07-10T06:41:03,No,56,73,0.6989,18,Yes,22,2.49,36.68,69.89,Current State
1888,89672,89672,0,89672,89672,95,Low,2019-07-10T11:46:44,No,56,60.11,1.53,18,Yes,22,2.58,35.58,60.11,Current State
1889,86012,86012,0,86012,0,93,Low,2019-07-13T10:13:50,No,56,74,1.51,18,Yes,22,2.83,36.28,66.13,Current State
1890,40327,40327,0,40327,40327,60,Medium,2019-07-11T01:24:40,No,56,52.40,1.18,18,Yes,22,2.15,37.51,52.40,Current State
1891,33124,33124,0,33124,0,46,Medium,2019-07-11T14:41:08,No,56,70,0.6655,18,Yes,22,2.52,37.70,66.55,Current State
1892,19561,19561,0,19561,19561,74,Medium,2019-07-16T06:04:12,No,56,78.01,1.32,18,Yes,22,2.67,36.86,78.01,Current State
1893,61796,61796,0,61796,0,79,Low,2019-07-11T12:43:31,No,56,62.07,0.6207,18,Yes,22,2.63,36.50,62.07,Current State
1894,79803,79803,0,79803,0,81,Low,2019-07-11T21:47:39,No,56,73,1.39,18,Yes,22,2.76,37.91,57.40,Current State
1895,45083,45083,0,45083,45083,0,Not evaluated,2019-07-15T19:45:10,No,56,63.58,0.6358,18,No,22,2.86,37.05,63.58,Current State
1896,31493,31493,0,31493,31493,68,Medium,2019-07-12T08:21:50,No,56,72,0.618,18,Yes,22,2.58,34.77,61.80,Current State
1897,37700,37700,0,37700,37700,8,High,2019-07-30T11:37:54,No,56,66,0.6751,18,Yes,22,2.46,36.64,67.51,Current State
1898,43228,43228,0,43228,43228,0,Not evaluated,2019-07-16T19:32:20,No,56,73,1.40,18,No,22,2.30,35.37,60.92,Current State
1899,68525,68525,0,68525,0,92,Low,2019-07-27T15:48:28,No,56,74,0.9581000000000001,18,No,22,2.37,37.36,95.81,Current State
1900,66170,66170,0,66170,0,93,Low,2019-07-12T14:22:04,No,56,65.99,1.51,18,Yes,22,2.67,35.33,65.99,Current State
1901,47667,47667,0,47667,47667,93,Low,2019-07-13T06:05:18,No,56,64.69,0.6469,18,Yes,22,2.52,37.85,64.69,Current State
1902,59833,0,59833,0,0,0,Not evaluated,,No,56,83.80,0.74,18,Yes,22,2.32,37.33,83.80,Current State
1903,91744,91744,0,91744,0,82,Low,2019-07-13T20:20:53,No,56,73,1.40,18,No,22,2.61,36.65,59.79,Current State
1904,80919,80919,0,80919,0,0,Not evaluated,2019-07-29T22:38:12,No,56,58.16,0.5816,18,Yes,22,2.80,36.17,58.16,Current State
1905,96646,0,96646,0,0,15,High,,No,56,54.94,0.5494,18,Yes,22,2.31,37.86,54.94,Current State
1906,68967,68967,0,68967,68967,0,Not evaluated,2019-08-30T02:10:21,Yes,56,70,0.6345000000000001,18,Yes,22,2.53,36.37,63.45,Current State
1907,70250,70250,0,70250,70250,0,Not evaluated,2019-07-15T21:42:29,No,56,58.76,0.5876,18,Yes,22,2.73,36.31,58.76,Current State
1908,48730,48730,0,48730,48730,68,Medium,2019-07-17T14:04:16,No,56,72,1.26,18,Yes,22,2.20,35.84,58.46,Current State
1909,118808,118808,0,118808,118808,5,High,2019-07-15T01:34:52,Yes,56,66.88,0.6688,18,Yes,22,2.91,36.38,66.88,Current State
1910,89676,89676,0,89676,89676,96,Low,2019-07-14T19:23:44,No,56,75,0.6687000000000001,18,Yes,22,2.34,37.99,66.87,Current State
1911,50661,50661,0,50661,50661,90,Low,2019-07-15T02:11:50,No,56,66.94,1.48,18,No,22,2.70,37.28,66.94,Current State
1912,47503,0,0,0,0,43,Medium,2019-07-14T22:54:55,No,56,62.30,1.01,18,No,22,2.32,35.95,62.30,Current State
1913,68734,68734,0,68734,0,0,Not evaluated,2019-07-14T10:04:53,No,56,65.65,0.6565000000000001,18,Yes,22,2.48,38.10,65.65,Current State
1914,92135,92135,0,92135,92135,0,Not evaluated,2019-07-14T03:40:39,No,56,56.28,0.5628,18,No,22,2.18,37.05,56.28,Current State
1915,23033,23033,0,23033,0,66,Medium,2019-07-16T01:30:47,No,56,64.18,1.24,18,No,22,2.63,36.62,64.18,Current State
1916,35114,35114,0,35114,0,85,Low,2019-07-15T19:58:07,No,56,65.58,0.6557999999999999,18,Yes,22,2.42,36.47,65.58,Current State
1917,103078,103078,0,103078,0,20,High,2019-07-16T08:47:32,No,56,80.14,0.8014,18,Yes,22,2.55,35.84,80.14,Current State
1918,14975,14975,0,14975,0,88,Low,2019-07-21T13:07:48,No,56,74,0.5216,18,Yes,22,2.42,37.95,52.16,Current State
1919,58544,0,0,0,0,90,Low,2019-07-16T11:39:42,No,56,70.66,1.48,18,Yes,22,2.61,35.78,70.66,Current State
1920,65644,65644,0,65644,65644,54,Medium,2019-07-21T16:55:00,No,56,64.16,0.6416,18,No,22,2.47,36.86,64.16,Current State
1921,47065,0,47065,0,0,0,Not evaluated,,No,56,75,0.5458,18,Yes,22,2.63,36.97,54.58,Current State
1922,16874,16874,0,16874,0,97,Low,2019-07-16T19:57:21,No,56,73.52,0.7352,18,Yes,22,3.05,36.70,73.52,Current State
1923,56712,56712,0,56712,0,96,Low,2019-07-17T05:11:20,No,56,75,1.54,18,Yes,22,2.24,36.61,67.87,Current State
1924,117824,117824,0,117824,117824,81,Low,2019-07-17T11:47:56,No,56,73,1.39,18,Yes,22,2.59,37.82,57.71,Current State
1925,92526,92526,0,92526,0,91,Low,2019-07-17T10:45:47,No,56,74,1.49,18,No,22,2.78,34.92,64.25,Current State
1926,104944,104944,0,104944,0,98,Low,2019-07-22T00:19:51,No,56,75,1.56,18,Yes,22,2.76,37.49,63.36,Current State
1927,94433,94433,0,94433,0,84,Low,2019-07-17T18:52:46,No,56,63.70,0.637,18,Yes,22,2.93,36.86,63.70,Current State
1928,42494,42494,0,42494,0,76,Low,2019-07-23T13:22:48,No,56,73,0.5765,18,No,22,2.63,37.56,57.65,Current State
1929,28882,28882,0,28882,0,49,Medium,2019-07-21T00:06:35,No,56,70,0.5595,18,Yes,22,2.52,35.96,55.95,Current State
1930,85298,85298,0,85298,0,15,High,2019-07-19T02:33:50,No,56,67,0.6172,18,Yes,22,2.69,36.08,61.72,Current State
1931,72242,72242,0,72242,0,90,Low,2019-07-20T13:21:39,No,56,56.19,1.48,18,No,22,2.46,37.71,56.19,Current State
1932,33110,33110,0,33110,33110,35,Medium,2019-07-24T03:08:15,No,56,58.33,0.5832999999999999,18,Yes,22,2.15,35.68,58.33,Current State
1933,90057,90057,0,90057,0,82,Low,2019-07-19T03:32:18,No,56,55.35,0.5535,18,No,22,2.41,37.30,55.35,Current State
1934,66152,66152,0,66152,0,87,Low,2019-08-03T10:45:47,No,56,67.47,0.6747,18,Yes,22,2.24,37.11,67.47,Current State
1935,22026,22026,0,22026,0,86,Low,2019-07-23T08:16:04,No,56,74,1.44,18,No,22,1.93,36.32,68.53,Current State
1936,88982,88982,0,88982,88982,18,High,2019-07-19T12:59:02,Yes,56,61.12,0.76,18,Yes,22,2.57,35.77,61.12,Current State
1937,111974,111974,0,111974,111974,69,Medium,2019-07-22T21:37:36,No,56,72,0.59,18,No,22,2.43,37.98,59.00,Current State
1938,119931,119931,0,119931,0,0,Not evaluated,2019-07-19T02:24:07,No,56,51.88,0.79,18,Yes,22,2.63,37.27,51.88,Current State
1939,109008,0,0,0,0,0,Not evaluated,2019-07-26T00:20:48,No,56,70,1.10,18,No,22,2.47,35.85,58.97,Current State
1940,117124,117124,0,117124,117124,91,Low,2019-07-20T01:35:42,No,56,53.88,1.49,18,Yes,22,2.75,36.55,53.88,Current State
1941,65621,65621,0,65621,0,92,Low,2019-07-23T08:06:33,No,56,70.11,1.50,18,No,22,2.87,37.46,70.11,Current State
1942,103300,103300,0,103300,103300,0,Not evaluated,2019-07-19T19:10:51,Yes,56,64.07,1.36,18,No,22,2.82,35.95,64.07,Current State
1943,22988,22988,0,22988,0,90,Low,2019-07-20T12:53:27,No,56,65.22,1.48,18,Yes,22,2.40,34.29,65.22,Current State
1944,19067,19067,0,19067,0,15,High,2019-07-21T05:26:20,No,55,67,0.82,18,Yes,22,2.46,37.20,54.12,Current State
1945,25070,0,0,0,0,48,Medium,2019-07-21T09:49:31,No,55,70,1.15,18,No,22,2.37,36.60,70.78,Current State
1946,50769,50769,0,50769,50769,72,Medium,2019-07-22T01:00:21,No,55,72,1.39,18,No,22,2.62,36.28,54.85,Current State
1947,89472,89472,0,89472,0,99,Low,2019-07-26T00:40:46,No,55,69.13,0.6912999999999999,18,Yes,22,2.44,37.17,69.13,Current State
1948,98210,0,98210,0,0,0,Not evaluated,,No,55,59.87,0.5987,18,Yes,22,2.63,36.76,59.87,Current State
1949,27653,27653,0,27653,0,77,Low,2019-07-21T20:19:45,No,55,73,0.6003000000000001,18,No,22,2.17,35.19,60.03,Current State
1950,25168,25168,0,25168,0,56,Medium,2019-07-22T04:42:24,No,55,71,0.7856000000000001,18,Yes,22,2.39,34.56,78.56,Current State
1951,43314,43314,0,43314,0,15,High,2019-07-25T19:48:50,No,55,64.16,0.6416,18,No,22,2.67,37.05,64.16,Current State
1952,56724,56724,0,56724,0,87,Low,2019-07-22T09:50:41,No,55,74,1.54,18,Yes,22,2.75,36.13,80.06,Current State
1953,52371,0,0,0,0,0,Not evaluated,2019-08-02T23:46:17,No,55,73,0.6576000000000001,18,No,22,2.48,34.59,65.76,Current State
1954,66946,66946,0,66946,0,77,Low,2019-07-23T00:27:39,No,55,73,0.7456999999999999,18,No,22,2.50,37.27,74.57,Current State
1955,64555,0,0,0,0,55,Medium,2019-07-23T04:16:46,No,55,66.83,1.22,18,Yes,22,2.23,35.81,66.83,Current State
1956,106725,106725,0,106725,0,93,Low,2019-07-26T01:32:35,No,55,62.96,0.6296,18,Yes,22,2.68,36.91,62.96,Current State
1957,50140,50140,0,50140,0,19,High,2019-08-05T13:01:49,No,55,70.68,0.7068000000000001,18,No,22,2.21,35.67,70.68,Current State
1958,40270,40270,0,40270,40270,83,Low,2019-07-23T13:32:43,No,55,73,1.50,18,Yes,22,2.49,37.48,61.87,Current State
1959,16057,16057,0,16057,0,11,High,2019-07-24T04:45:07,No,55,66,0.78,18,Yes,22,2.17,37.53,67.66,Current State
1960,73101,73101,0,73101,0,14,High,2019-07-24T16:37:25,No,55,66,0.81,18,Yes,22,2.16,37.38,54.99,Current State
1961,14306,14306,0,14306,14306,83,Low,2019-07-24T17:58:56,No,55,59.56,0.5956,18,No,22,2.64,34.54,59.56,Current State
1962,86829,0,0,0,0,0,Not evaluated,2019-08-04T05:06:31,No,55,73,0.6006,18,Yes,22,2.67,36.54,60.06,Current State
1963,32385,0,0,0,0,0,Not evaluated,2019-08-09T06:46:22,No,55,57.15,1.03,18,No,22,2.36,38.14,57.15,Current State
1964,73715,0,0,0,0,71,Medium,2019-07-25T02:42:07,No,55,72,1.38,18,Yes,22,2.59,36.90,69.22,Current State
1965,118446,118446,0,118446,0,92,Low,2019-07-24T22:10:10,No,55,74,1.59,18,No,22,2.85,37.35,60.91,Current State
1966,118574,118574,0,118574,0,92,Low,2019-07-25T06:47:15,No,55,74,1.59,18,Yes,22,2.93,37.19,61.61,Current State
1967,27679,27679,0,27679,27679,49,Medium,2019-08-13T17:23:48,No,55,63.80,0.638,18,Yes,22,2.30,37.51,63.80,Current State
1968,58657,58657,0,58657,0,89,Low,2019-07-25T20:22:45,No,55,81.45,0.8145,18,Yes,22,2.54,36.76,81.45,Current State
1969,67316,67316,0,67316,0,11,High,2019-07-29T05:08:44,No,55,66,0.78,18,Yes,22,2.34,37.24,94.24,Current State
1970,37101,37101,0,37101,0,83,Low,2019-07-25T20:40:39,No,55,84.61,0.8461,18,Yes,22,2.60,36.82,84.61,Current State
1971,116499,116499,0,116499,116499,31,High,2019-07-26T19:15:50,No,55,64.85,0.6485,18,No,22,2.75,36.54,64.85,Current State
1972,112212,112212,0,112212,0,40,Medium,2019-07-26T21:34:53,No,55,69,1.07,18,Yes,22,2.71,37.16,70.78,Current State
1973,19074,19074,0,19074,19074,94,Low,2019-07-26T15:44:37,No,55,74,1.61,18,No,22,2.34,36.64,55.26,Current State
1974,48116,0,48116,0,0,37,Medium,,No,55,55.07,0.5507,18,Yes,22,2.48,36.19,55.07,Current State
1975,28162,28162,0,28162,0,49,Medium,2019-07-29T22:35:12,No,55,70.77,0.7077,18,Yes,22,2.58,36.48,70.77,Current State
1976,104022,0,104022,0,0,0,Not evaluated,,No,55,66.98,1.05,18,No,22,1.96,37.51,66.98,Current State
1977,92738,92738,0,92738,92738,0,Not evaluated,2019-07-26T13:07:12,No,55,58.63,1.59,18,No,22,2.49,37.36,58.63,Current State
1978,83898,0,83898,0,0,0,Not evaluated,,No,55,67.13,0.6713,18,Yes,22,2.12,38.71,67.13,Current State
1979,45425,45425,0,45425,0,97,Low,2019-07-27T14:00:32,No,55,75,1.64,18,Yes,22,2.60,37.84,60.24,Current State
1980,87361,87361,0,87361,0,89,Low,2019-07-30T05:57:10,No,55,61.86,0.6186,18,No,22,2.66,35.84,61.86,Current State
1981,102826,0,0,0,0,0,Not evaluated,2019-07-26T22:47:04,No,55,66,0.76,18,Yes,22,2.85,37.52,66.67,Current State
1982,54348,54348,0,54348,54348,0,Not evaluated,2019-08-15T16:18:42,Yes,55,73.77,0.7376999999999999,18,Yes,22,2.72,35.81,73.77,Current State
1983,29821,0,29821,0,0,25,High,,No,55,68,0.5781000000000001,18,Yes,22,2.46,37.58,57.81,Current State
1984,116144,116144,0,116144,0,78,Low,2019-07-30T09:28:30,No,55,62.01,0.6201,18,Yes,22,2.30,36.11,62.01,Current State
1985,58769,0,0,0,0,87,Low,2019-07-31T06:24:03,No,55,74,0.5405,18,Yes,22,2.54,38.32,54.05,Current State
1986,70883,70883,0,70883,70883,19,High,2019-07-29T09:53:12,No,55,72.21,0.7221,18,Yes,22,2.29,36.52,72.21,Current State
1987,16788,0,0,0,0,0,Not evaluated,2019-08-13T13:50:45,No,55,73,0.5572,18,Yes,22,2.91,37.62,55.72,Current State
1988,82994,82994,0,82994,0,84,Low,2019-07-29T03:57:55,No,55,56.11,1.51,18,Yes,22,2.43,34.87,56.11,Current State
1989,98858,98858,0,98858,98858,27,High,2019-08-01T03:42:42,No,55,68,1.1476,18,No,22,2.76,36.36,114.76,Current State
1990,13592,13592,0,13592,0,17,High,2019-08-15T20:23:07,No,55,60.03,0.6003000000000001,18,Yes,22,2.66,37.37,60.03,Current State
1991,112855,112855,0,112855,0,46,Medium,2019-07-30T04:49:31,No,55,60.31,0.6031,18,No,22,2.28,37.19,60.31,Current State
1992,57412,57412,0,57412,0,96,Low,2019-08-01T00:44:07,No,55,56.09,1.63,18,Yes,22,2.46,38.05,56.09,Current State
1993,110571,110571,0,110571,0,44,Medium,2019-07-30T17:07:47,No,55,74.31,1.11,18,No,22,2.53,37.29,74.31,Current State
1994,33877,33877,0,33877,33877,92,Low,2019-07-30T04:57:51,No,55,66.14,0.6614,18,Yes,22,2.42,36.50,66.14,Current State
1995,36567,36567,0,36567,36567,30,High,2019-07-31T09:32:07,Yes,55,63.33,0.97,18,Yes,22,2.55,36.80,63.33,Current State
1996,54122,54122,0,54122,0,0,Not evaluated,2019-08-03T13:46:15,No,55,58.88,1.52,18,Yes,22,2.48,36.16,58.88,Current State
1997,119170,119170,0,119170,0,96,Low,2019-07-31T08:06:09,No,55,59.33,1.63,18,Yes,22,2.19,37.84,59.33,Current State
1998,92470,92470,0,92470,0,0,Not evaluated,2019-08-12T09:29:00,No,55,68,0.98,18,Yes,22,2.52,38.38,68.51,Current State
1999,37617,0,0,0,0,34,High,2019-08-08T16:45:46,No,55,68.69,0.6869,18,Yes,22,2.33,34.69,68.69,Current State
2000,75768,0,75768,0,0,0,Not evaluated,,No,55,62.63,0.82,18,Yes,22,2.73,35.84,62.63,Current State
2001,22349,22349,0,22349,22349,52,Medium,2019-08-03T14:16:26,No,55,72.92,1.19,18,Yes,22,2.85,35.29,72.92,Current State
2002,101020,101020,0,101020,101020,15,High,2019-08-02T00:00:39,Yes,55,62.56,0.6256,18,Yes,22,2.43,36.33,62.56,Current State
2003,85459,85459,0,85459,0,63,Medium,2019-08-01T08:29:14,No,55,72.26,0.7226,18,Yes,22,2.41,37.15,72.26,Current State
2004,105086,105086,0,105086,105086,0,Not evaluated,2019-07-31T02:05:33,No,55,59.32,0.5932,18,No,22,2.43,36.81,59.32,Current State
2005,15643,15643,0,15643,0,83,Low,2019-08-01T12:24:40,No,55,64.72,0.6472,18,Yes,22,2.46,35.33,64.72,Current State
2006,84631,84631,0,84631,0,99,Low,2019-08-01T10:23:46,No,55,75,1.66,18,No,22,2.76,36.46,65.10,Current State
2007,116368,116368,0,116368,0,8,High,2019-08-03T05:31:11,No,55,57.20,0.75,18,Yes,22,2.60,34.10,57.20,Current State
2008,20377,0,0,0,0,0,Not evaluated,2019-08-01T06:22:43,No,55,67,0.6029,18,No,22,2.52,36.30,60.29,Current State
2009,83975,83975,0,83975,83975,97,Low,2019-08-02T03:59:17,No,55,74.60,0.746,18,No,22,2.63,36.28,74.60,Current State
2010,68921,0,0,0,0,20,High,2019-08-02T22:24:40,No,55,55.17,0.5517,18,Yes,22,2.47,36.05,55.17,Current State
2011,97722,97722,0,97722,97722,83,Low,2019-08-17T09:27:56,No,55,73,0.6606000000000001,18,No,22,2.28,36.91,66.06,Current State
2012,40291,0,40291,0,0,0,Not evaluated,,No,55,65.51,0.6551,18,Yes,22,2.53,37.00,65.51,Current State
2013,45823,45823,0,45823,0,97,Low,2019-08-03T00:29:37,No,55,75,0.8508,18,No,22,2.68,37.56,85.08,Current State
2014,13176,13176,0,13176,0,92,Low,2019-08-03T11:50:34,No,55,74,1.59,18,Yes,22,2.56,35.99,52.42,Current State
2015,116989,116989,0,116989,116989,6,High,2019-08-11T05:55:17,Yes,55,67.19,0.6718999999999999,18,Yes,22,2.41,37.95,67.19,Current State
2016,87058,87058,0,87058,0,88,Low,2019-08-03T18:10:30,No,55,64.63,1.55,18,Yes,22,2.50,37.05,64.63,Current State
2017,111732,111732,0,111732,111732,71,Medium,2019-08-04T04:28:44,No,55,72,0.7848999999999999,18,No,22,2.52,37.37,78.49,Current State
2018,51675,51675,0,51675,51675,58,Medium,2019-08-09T22:12:48,Yes,55,67.30,1.25,18,Yes,22,2.55,35.59,67.30,Current State
2019,38864,38864,0,38864,38864,82,Low,2019-08-04T15:47:06,No,55,73,0.5834,18,Yes,22,2.51,37.88,58.34,Current State
2020,23577,23577,0,23577,23577,77,Low,2019-08-09T06:21:55,No,55,73,0.5602,18,Yes,22,2.69,35.52,56.02,Current State
2021,12483,12483,0,12483,12483,17,High,2019-08-04T17:59:52,Yes,55,72.93,0.7293000000000001,18,Yes,22,2.41,36.76,72.93,Current State
2022,114524,0,114524,0,0,11,High,,No,55,58.70,0.78,18,No,22,2.59,37.38,58.70,Current State
2023,54298,54298,0,54298,0,80,Low,2019-08-05T06:30:24,No,55,73,0.6439,18,Yes,22,2.51,36.59,64.39,Current State
2024,99937,99937,0,99937,99937,0,Not evaluated,2019-08-09T06:29:44,No,55,59.56,1.38,18,No,22,2.82,35.74,59.56,Current State
2025,117491,117491,0,117491,0,95,Low,2019-08-05T14:55:20,No,55,75,0.528,18,Yes,22,2.36,38.13,52.80,Current State
2026,111577,111577,0,111577,111577,87,Low,2019-08-05T17:19:21,No,55,76.62,0.7662,18,No,22,2.53,35.54,76.62,Current State
2027,62941,62941,0,62941,0,100,Low,2019-08-08T11:37:42,No,55,75,0.5593,18,No,22,2.44,35.29,55.93,Current State
2028,51756,0,51756,0,0,0,Not evaluated,,No,55,75,0.6208,18,Yes,22,2.79,36.10,62.08,Current State
2029,59946,0,59946,0,0,0,Not evaluated,,No,55,64.38,0.6437999999999999,18,Yes,22,2.68,38.22,64.38,Current State
2030,114485,114485,0,114485,0,91,Low,2019-08-18T06:01:15,No,55,74,1.58,18,No,22,2.81,36.73,53.99,Current State
2031,104359,104359,0,104359,0,85,Low,2019-08-11T00:14:16,No,55,52.43,1.52,18,Yes,22,2.66,36.67,52.43,Current State
2032,64713,64713,0,64713,0,69,Medium,2019-08-07T02:03:00,No,55,62.47,0.6247,18,Yes,22,2.43,36.24,62.47,Current State
2033,97658,97658,0,97658,0,92,Low,2019-08-06T17:12:20,No,55,74,0.6392,18,Yes,22,2.25,37.22,63.92,Current State
2034,80898,0,0,0,0,28,High,2019-09-03T00:02:55,No,55,68,0.95,18,Yes,22,2.40,37.01,54.81,Current State
2035,119177,119177,0,119177,0,99,Low,2019-08-09T13:35:34,No,55,75,0.5937,18,Yes,22,2.67,35.86,59.37,Current State
2036,64047,64047,0,64047,64047,72,Medium,2019-08-07T07:34:40,No,55,72,0.5887,18,Yes,22,2.36,36.77,58.87,Current State
2037,90561,90561,0,90561,90561,91,Low,2019-08-07T14:04:59,No,55,74,1.58,18,No,22,2.68,37.11,59.59,Current State
2038,48818,48818,0,48818,0,15,High,2019-08-08T10:00:38,No,55,58.42,0.82,18,Yes,22,2.44,37.04,58.42,Current State
2039,80128,80128,0,80128,0,84,Low,2019-08-10T07:46:00,No,55,73,1.51,18,No,22,2.44,37.01,74.67,Current State
2040,37500,37500,0,37500,0,82,Low,2019-08-10T16:28:25,No,55,80.02,0.8001999999999999,18,Yes,22,2.59,38.13,80.02,Current State
2041,51645,51645,0,51645,0,23,High,2019-08-24T04:33:11,No,55,67,0.5720000000000001,18,No,22,2.50,38.76,57.20,Current State
2042,51388,51388,0,51388,0,37,Medium,2019-08-21T00:13:08,No,55,69,0.7512000000000001,18,No,22,2.66,36.60,75.12,Current State
2043,115879,115879,0,115879,115879,89,Low,2019-08-08T17:28:52,No,55,74,1.56,18,No,22,2.48,35.10,55.44,Current State
2044,104754,0,104754,0,0,69,Medium,,No,55,83.24,1.36,18,Yes,22,2.23,36.40,83.24,Current State
